id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
29,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.5,0.7,0.9,0.7,0.7,0.7,0.9
30,0.5,0.3,0.3,0.5,0.3,0.7,0.3,0.3,0.3,0.5,0.5,0.5,0.9,0.7,0.5,0.3,0.5,0.5,0.5,0.7,0.5,0.3,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.7,0.7,0.9,0.5,0.9,0.9,0.5,0.7,0.7,0.9
31,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.7,0.7,0.5,0.3,0.5,0.5,0.5,0.7,0.5,0.5,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.5,0.7,0.5,0.7,0.7,0.5,0.5,0.5,0.7
32,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.5,0.7,0.5,0.5,0.7,0.5,0.3,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.7,0.7,0.9,0.7,0.7,0.7,0.9
33,0.5,0.5,0.7,0.7,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.5,0.3,0.3,0.5,0.7,0.7,0.7,0.5,0.3,0.3,0.3,0.1,0.1,0.3,0.3,0.3,0.3,0.5,0.7,0.7,0.7,0.7,0.7,0.9,0.7,0.5,0.5,0.7
34,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.5,0.3,0.7,0.5,0.7,0.7,0.5,0.3,0.3,0.7,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.7,0.7,0.7,0.9
35,0.5,0.5,0.5,0.5,0.3,0.5,0.3,0.3,0.3,0.3,0.5,0.5,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.3,0.3,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.7,0.7,0.5,0.7,0.7,0.7,0.7,0.7,0.7
36,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.5,0.5,0.5,0.5,0.5,0.7,0.9,0.7,0.7,0.7,0.7,0.7,0.7,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7
37,0.5,0.5,0.7,0.5,0.5,0.3,0.5,0.5,0.7,0.5,0.3,0.5,0.7,0.7,0.5,0.7,0.7,0.5,0.9,0.9,0.5,0.3,0.1,0.7,0.3,0.5,0.3,0.3,0.5,0.3,0.5,0.5,0.7,0.5,0.7,0.7,0.9,0.9,0.7,0.9,0.7
38,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.5,0.3,0.5,0.5,0.5,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.7,0.5,0.7,0.5,0.7,0.7,0.7,0.7,0.7,0.9
39,0.5,0.5,0.7,0.5,0.5,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.7,0.7,0.5,0.3,0.5,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.3,0.1,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.7,0.5,0.5,0.7
40,0.5,0.3,0.7,0.3,0.5,0.5,0.5,0.5,0.3,0.5,0.3,0.5,0.1,0.5,0.7,0.3,0.3,0.5,0.3,0.5,0.5,0.3,0.5,0.3,0.5,0.3,0.1,0.3,0.3,0.1,0.5,0.3,0.5,0.5,0.7,0.7,0.5,0.7,0.7,0.5,0.5
41,0.7,0.3,0.5,0.7,0.3,0.9,0.5,0.5,0.3,0.3,0.5,0.3,0.5,0.5,0.3,0.5,0.5,0.3,0.5,0.5,0.3,0.5,0.5,0.3,0.3,0.5,0.3,0.5,0.3,0.3,0.5,0.5,0.3,0.5,0.5,0.5,0.3,0.1,0.7,0.1,0.3
42,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.5,0.5,0.5,0.3,0.5,0.7,0.5,0.3,0.3,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.7,0.7,0.7,0.7,0.9,0.7,0.7,0.7,0.9
43,0.5,0.3,0.5,0.5,0.3,0.5,0.3,0.5,0.5,0.5,0.7,0.5,0.7,0.7,0.5,0.5,0.7,0.5,0.7,0.7,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.7,0.7,0.5,0.7,0.7,0.7,0.7,0.7,0.9
44,0.5,0.3,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.3,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.7,0.7,0.5,0.7,0.7,0.7,0.7,0.7,0.9
45,0.5,0.3,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.7,0.7,0.7,0.5,0.7,0.5,0.5,0.5,0.5,0.3,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.5,0.7,0.7,0.7,0.5,0.5,0.9
46,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.7,0.5
47,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.5,0.3,0.5,0.5,0.7,0.7,0.5,0.3,0.5,0.5,0.5,0.5,0.5,0.3,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.7,0.9,0.7,0.7,0.7,0.7
48,0.5,0.5,0.7,0.5,0.5,0.5,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1,0.3,0.1,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.5,0.7,0.7,0.5,0.7,0.7,0.7
49,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.5,0.7,0.9,0.7,0.7,0.7,0.9
50,0.5,0.3,0.5,0.5,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.7,0.5,0.5,0.5,0.3,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.1,0.1,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.5,0.5,0.5,0.7
51,0.5,0.5,0.7,0.3,0.3,0.5,0.5,0.5,0.5,0.3,0.5,0.5,0.3,0.5,0.5,0.5,0.5,0.3,0.3,0.5,0.3,0.5,0.5,0.3,0.3,0.5,0.3,0.5,0.5,0.3,0.3,0.5,0.3,0.5,0.3,0.5,0.1,0.5,0.5,0.3,0.9
52,0.5,0.5,0.5,0.5,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
53,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.7,0.3,0.5,0.5,0.3,0.5,0.5,0.3,0.3,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.7,0.9
54,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.5,0.3,0.5,0.7,0.7,0.7,0.5,0.5,0.7,0.5,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.7,0.5,0.5,0.7,0.5,0.7,0.7,0.7,0.7,0.7,0.7
55,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.3,0.3,0.3,0.5,0.5,0.7,0.7,0.7,0.7,0.7,0.7,0.5,0.3,0.5,0.5,0.5,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.5,0.5,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.7
56,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.3,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.9
57,0.5,0.5,0.5,0.5,0.3,0.5,0.3,0.5,0.3,0.3,0.5,0.5,0.5,0.7,0.7,0.5,0.5,0.5,0.3,0.5,0.7,0.5,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.7,0.5,0.5,0.5,0.7,0.5,0.5,0.7,0.7,0.7,0.7
58,0.5,0.7,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.7,0.5,0.3,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.7,0.7,0.5,0.7,0.7,0.7,0.5,0.5,0.7,0.5
59,0.5,0.5,0.7,0.5,0.3,0.3,0.3,0.3,0.5,0.3,0.5,0.3,0.7,0.7,0.5,0.3,0.3,0.5,0.5,0.7,0.5,0.3,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.7,0.5,0.5,0.7,0.5
60,0.5,0.5,0.5,0.5,0.3,0.3,0.5,0.3,0.5,0.5,0.5,0.5,0.7,0.7,0.5,0.5,0.7,0.5,0.5,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.3,0.7,0.7,0.7,0.7,0.7,0.7,0.9
61,0.5,0.3,0.5,0.5,0.3,0.5,0.3,0.3,0.5,0.5,0.5,0.5,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.3,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.5,0.7,0.7,0.5,0.7,0.7,0.9
62,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.5,0.5,0.3,0.7,0.5,0.7,0.5,0.5,0.5,0.5,0.7,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.7,0.7,0.7,0.5,0.5,0.7,0.7,0.7,0.7,0.7,0.9
63,0.5,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.7,0.5,0.3,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.5,0.7,0.7,0.5,0.5,0.7,0.9
64,0.7,0.5,0.3,0.7,0.5,0.5,0.5,0.5,0.3,0.5,0.5,0.5,0.7,0.7,0.5,0.5,0.7,0.5,0.5,0.7,0.5,0.5,0.1,0.3,0.3,0.3,0.5,0.5,0.7,0.5,0.3,0.5,0.7,0.7,0.7,0.9,0.9,0.5,0.7,0.7,0.7
65,0.5,0.5,0.7,0.5,0.3,0.5,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.7,0.5,0.5,0.7,0.7,0.5,0.5,0.5,0.5,0.1,0.1,0.3,0.3,0.3,0.9,0.9,0.9,0.5,0.7,0.7,0.7,0.7,0.7,0.9,0.5,0.5,0.7,0.7
66,0.5,0.5,0.3,0.5,0.7,0.7,0.5,0.5,0.7,0.9,0.7,0.5,0.7,0.5,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.3,0.3,0.5,0.3,0.3,0.3,0.5,0.5,0.5,0.7,0.5,0.5,0.7,0.7,0.5,0.7,0.7,0.7,0.7,0.5
67,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.5,0.5,0.3,0.5,0.3,0.3,0.3,0.5,0.5,0.5,0.3,0.3,0.5,0.5,0.3,0.5,0.5,0.3,0.5,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.3,0.3,0.3,0.7,0.3,0.3,0.3,0.5
68,0.5,0.5,0.5,0.5,0.3,0.3,0.5,0.3,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.3,0.5,0.3,0.5,0.5,0.5,0.5,0.3,0.5,0.3,0.3,0.5,0.3,0.3,0.3,0.5,0.7,0.7,0.5,0.5,0.7,0.7,0.5,0.5,0.5,0.9
69,0.5,0.7,0.5,0.7,0.5,0.5,0.7,0.7,0.5,0.5,0.5,0.3,0.7,0.5,0.5,0.3,0.5,0.7,0.7,0.5,0.5,0.5,0.3,0.5,0.7,0.5,0.5,0.7,0.3,0.1,0.5,0.7,0.3,0.7,0.7,0.5,0.3,0.5,0.3,0.5,0.7
70,0.5,0.3,0.7,0.3,0.3,0.5,0.1,0.5,0.9,0.5,0.5,0.7,0.7,0.5,0.7,0.5,0.7,0.7,0.5,0.5,0.5,0.3,0.3,0.3,0.5,0.3,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.5,0.7,0.7,0.5
71,0.3,0.3,0.5,0.3,0.3,0.3,0.1,0.3,0.1,0.5,0.3,0.3,0.5,0.5,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.5,0.5,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.5,0.3,0.3,0.5,0.3,0.3,0.5
72,0.5,0.5,0.7,0.7,0.5,0.5,0.3,0.3,0.3,0.3,0.5,0.5,0.7,0.5,0.5,0.3,0.5,0.3,0.5,0.5,0.5,0.3,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.7
73,0.5,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.7,0.5,0.5,0.7,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.7,0.7,0.7,0.9,0.7,0.7,0.5,0.5,0.7
74,0.5,0.5,0.5,0.5,0.3,0.5,0.3,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.5,0.7,0.5,0.7,0.7,0.5,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.5,0.5,0.5,0.5,0.5,0.7,0.9,0.7,0.7,0.7,0.9
75,0.5,0.5,0.5,0.5,0.3,0.5,0.3,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.7,0.7,0.7,0.7
